2,995,995,107.48455,1102.48455,湾问
2,1000,1000,107.48562,1107.48562,湾问
2,1005,1005,-5.718839,999.281161,湾问
2,1015,1015,101.48682,1116.48682,湾问
2,1020,1020,101.98686,1121.98686,湾问
2,1025,1025,102.4934,1127.4934,湾问
2,1030,1030,102.99525,1132.99525,湾问
2,1040,1040,103.99128,1143.99128,湾问
2,1045,1045,104.49153,1149.49153,湾问
2,1050,1050,104.99306,1154.99306,湾问
2,1055,1055,105.48788,1160.48788,湾问
2,1060,1060,105.99356,1165.99356,湾问
2,1070,1070,106.99311,1176.99311,湾问
2,1075,1075,107.49453,1182.49453,湾问
2,1080,1080,107.99798,1187.99798,湾问
2,1085,1085,108.48769,1193.48769,湾问
2,1090,1090,108.99039,1198.99039,湾问
2,1095,1095,109.49192,1204.49192,湾问
2,1100,1100,109.99302,1209.99302,湾问
2,1105,1105,110.49295,1215.49295,湾问
2,1115,1115,111.49143,1226.49143,湾问
2,1125,1125,112.49066,1237.49066,湾问
2,1130,1130,112.99272,1242.99272,湾问
2,1135,1135,113.49148,1248.49148,湾问
2,1140,1140,113.9945,1253.9945,湾问
2,1145,1145,114.48879,1259.4887899999999,湾问
2,1150,1150,114.98968,1264.98968,湾问
2,1155,1155,115.491,1270.491,湾问
2,1160,1160,115.98763,1275.98763,湾问
2,1170,1170,116.98845,1286.98845,湾问
2,1175,1175,117.48977,1292.48977,湾问
2,1180,1180,117.98416,1297.98416,湾问
2,1190,1190,118.98605,1308.98605,湾问
2,1200,1200,119.98304,1319.98304,湾问
3,990,990,98.974059,1088.974059,湾问
3,995,995,99.477079,1094.477079,湾问
3,1000,1000,99.981062,1099.981062,湾问
3,1005,1005,100.47939,1105.47939,湾问
3,1010,1010,100.97751,1110.97751,湾问
3,1015,1015,101.47989,1116.47989,湾问
3,1020,1020,101.97844,1121.97844,湾问
3,1025,1025,102.48189,1127.48189,湾问
3,1030,1030,102.98438,1132.98438,湾问
3,1035,1035,103.48165,1138.48165,湾问
3,1040,1040,103.97945,1143.97945,湾问
3,1050,1050,104.98709,1154.98709,湾问
3,1055,1055,105.47946,1160.47946,湾问
3,1060,1060,105.97801,1165.97801,湾问
3,1065,1065,106.48082,1171.48082,湾问
3,1070,1070,106.97819,1176.97819,湾问
3,1075,1075,107.47663,1182.4766300000001,湾问
3,1080,1080,107.97901,1187.97901,湾问
3,1085,1085,108.47522,1193.47522,湾问
3,1090,1090,108.97376,1198.97376,湾问
3,1095,1095,109.47625,1204.47625,湾问
3,1100,1100,109.98034,1209.98034,湾问
3,1105,1105,110.479,1215.479,湾问
3,1110,1110,110.98223,1220.98223,湾问
3,1120,1120,111.97485,1231.97485,湾问
3,1130,1130,112.98207,1242.98207,湾问
3,1135,1135,113.47976,1248.47976,湾问
3,1140,1140,113.97937,1253.97937,湾问
3,1145,1145,114.4889,1259.4889,湾问
3,1155,1155,115.4796,1270.4796000000001,湾问
3,1160,1160,115.98315,1275.98315,湾问
3,1165,1165,116.48255,1281.48255,湾问
3,1170,1170,116.97907,1286.97907,湾问
3,1175,1175,117.48348,1292.48348,湾问
3,1180,1180,117.98767,1297.98767,湾问
3,1185,1185,118.48025,1303.48025,湾问
3,1190,1190,118.98189,1308.98189,湾问
3,1195,1195,119.47948,1314.47948,湾问
3,1200,1200,119.97984,1319.97984,湾问
4,990,990,99.000483,1089.000483,湾问
4,995,995,99.499454,1094.499454,湾问
4,1000,1000,99.99502,1099.99502,湾问
4,1005,1005,100.49303,1105.49303,湾问
4,1010,1010,100.99115,1110.99115,湾问
4,1015,1015,101.49236,1116.49236,湾问
4,1020,1020,101.99794,1121.99794,湾问
4,1025,1025,102.50256,1127.50256,湾问
4,1030,1030,103.00281,1133.00281,湾问
4,1035,1035,103.50179,1138.50179,湾问
4,1040,1040,104.00183,1144.00183,湾问
4,1045,1045,104.50112,1149.50112,湾问
4,1050,1050,104.99988,1154.99988,湾问
4,1055,1055,105.49821,1160.49821,湾问
4,1060,1060,106.00518,1166.00518,湾问
4,1065,1065,106.50181,1171.50181,湾问
4,1070,1070,106.99524,1176.99524,湾问
4,1075,1075,107.49943,1182.49943,湾问
4,1080,1080,107.99574,1187.99574,湾问
4,1085,1085,108.4977,1193.4977,湾问
4,1090,1090,109.00168,1199.00168,湾问
4,1095,1095,109.49724,1204.49724,湾问
4,1100,1100,109.99547,1209.99547,湾问
4,1125,1125,112.49631,1237.49631,湾问
4,1130,1130,113.0005,1243.0005,湾问
4,1135,1135,113.50075,1248.50075,湾问
4,1140,1140,113.99823,1253.99823,湾问
4,1145,1145,114.49774,1259.49774,湾问
4,1150,1150,114.99831,1264.99831,湾问
4,1155,1155,115.49697,1270.49697,湾问
4,1160,1160,115.99594,1275.99594,湾问
4,1165,1165,116.49523,1281.49523,湾问
4,1175,1175,117.49531,1292.49531,湾问
4,1185,1185,118.49603,1303.49603,湾问
4,1200,1200,119.99039,1319.99039,湾问
6,99.0,99.0,119.99162,218.99162,湾问
6,99.5,99.5,119.99055,219.49054999999998,湾问
6,101.0,101.0,119.99162,220.99162,湾问
6,102.5,102.5,119.99162,222.49162,湾问
6,103.0,103.0,119.98949,222.98949,湾问
6,104.0,104.0,119.99055,223.99054999999998,湾问
6,104.5,104.5,119.99162,224.49162,湾问
6,105.5,105.5,119.99162,225.49162,湾问
6,106.0,106.0,119.99162,225.99162,湾问
0,99.0,99.0,99.006556,198.006556,湾问
0,99.5,99.5,99.500733,199.000733,湾问
0,100.5,100.5,100.49271,200.99271,湾问
0,101.0,101.0,100.9903,201.9903,湾问
0,101.5,101.5,101.49108,202.99108,湾问
0,102.0,102.0,102.00092,204.00092,湾问
0,103.5,103.5,103.49369,206.99369000000002,湾问
0,104.0,104.0,103.99693,207.99693000000002,湾问
0,104.5,104.5,104.49153,208.99153,湾问
0,105.0,105.0,104.99061,209.99061,湾问
0,106.5,106.5,106.49403,212.99403,湾问
0,109.0,109.0,108.99848,217.99848,湾问
0,109.5,109.5,109.49479,218.99479,湾问
0,112.0,112.0,111.9968,223.9968,湾问
0,113.5,113.5,113.49511,226.99511,湾问
0,114.0,114.0,113.98981,227.98981,湾问
0,114.5,114.5,114.49433,228.99433,湾问
0,117.0,117.0,116.99506,233.99506,湾问
0,117.5,117.5,117.49105,234.99105,湾问
0,118.0,118.0,117.99993,235.99993,湾问
0,119.0,119.0,118.99276,237.99276,湾问
0,119.5,119.5,119.49195,238.99195,湾问
0,120.0,120.0,119.98868,239.98868,湾问
